Index,Epoch, Hidden Neurons, Learning Rate, Loss Function, Data Encoding, Batch Size, Weights Init,Hidden Activation Function, Last Activation Function, Accuracy, Time
534,10,50,0.2,quadratic,one_hot,32,Xavier,ReLu,Sigmoid,0.9659,16.639238834381104
535,20,100,0.2,quadratic,one_hot,32,Xavier,ReLu,Sigmoid,0.977,45.131272077560425
536,20,50,0.2,quadratic,one_hot,32,Xavier,ReLu,Sigmoid,0.971,29.857541799545288
537,10,100,0.2,quadratic,one_hot,32,random,Sigmoid,Sigmoid,0.6552,30.151893854141235
538,10,50,0.2,quadratic,one_hot,32,random,Sigmoid,Sigmoid,0.5963,16.085969924926758
539,20,100,0.2,quadratic,one_hot,32,random,Sigmoid,Sigmoid,0.6583,53.82729196548462
540,20,50,0.2,quadratic,one_hot,32,random,Sigmoid,Sigmoid,0.9012,31.64448881149292
541,10,100,0.2,quadratic,one_hot,32,random,ReLu,Sigmoid,0.2627,25.907965183258057
542,10,50,0.2,quadratic,one_hot,32,random,ReLu,Sigmoid,0.2518,15.161639928817747
543,20,100,0.2,quadratic,one_hot,32,random,ReLu,Sigmoid,0.5394,44.9264018535614
544,20,50,0.2,quadratic,one_hot,32,random,ReLu,Sigmoid,0.3321,29.657092094421387
545,10,100,0.2,quadratic,one_hot,32,0,Sigmoid,Sigmoid,0.251,25.61642408370972
546,10,50,0.2,quadratic,one_hot,32,0,Sigmoid,Sigmoid,0.2967,19.26493501663208
547,20,100,0.2,quadratic,one_hot,32,0,Sigmoid,Sigmoid,0.3406,44.5882260799408
548,20,50,0.2,quadratic,one_hot,32,0,Sigmoid,Sigmoid,0.3207,38.80992102622986
549,10,100,0.2,quadratic,one_hot,32,0,ReLu,Sigmoid,0.1135,23.6004958152771
550,10,50,0.2,quadratic,one_hot,32,0,ReLu,Sigmoid,0.1135,17.566409826278687
551,20,100,0.2,quadratic,one_hot,32,0,ReLu,Sigmoid,0.1135,61.36817479133606
552,20,50,0.2,quadratic,one_hot,32,0,ReLu,Sigmoid,0.1135,36.73971009254456
553,10,100,0.2,quadratic,binary,32,Xavier,Sigmoid,Sigmoid,0.9376,50.271190881729126
554,10,50,0.2,quadratic,binary,32,Xavier,Sigmoid,Sigmoid,0.9359,37.94789004325867
555,20,100,0.2,quadratic,binary,32,Xavier,Sigmoid,Sigmoid,0.9532,71.61853694915771
556,20,50,0.2,quadratic,binary,32,Xavier,Sigmoid,Sigmoid,0.9486,53.49995279312134
557,10,100,0.2,quadratic,binary,32,Xavier,ReLu,Sigmoid,0.9712,35.25379204750061
558,10,50,0.2,quadratic,binary,32,Xavier,ReLu,Sigmoid,0.9667,25.89081287384033
559,20,100,0.2,quadratic,binary,32,Xavier,ReLu,Sigmoid,0.9767,77.79317212104797
560,20,50,0.2,quadratic,binary,32,Xavier,ReLu,Sigmoid,0.9708,52.8830680847168
561,10,100,0.2,quadratic,binary,32,random,Sigmoid,Sigmoid,0.7083,39.31753587722778
562,10,50,0.2,quadratic,binary,32,random,Sigmoid,Sigmoid,0.795,30.61611604690552
563,20,100,0.2,quadratic,binary,32,random,Sigmoid,Sigmoid,0.6346,73.3746600151062
564,20,50,0.2,quadratic,binary,32,random,Sigmoid,Sigmoid,0.714,45.95736217498779
565,10,100,0.2,quadratic,binary,32,random,ReLu,Sigmoid,0.4258,37.61810493469238
566,10,50,0.2,quadratic,binary,32,random,ReLu,Sigmoid,0.271,28.099267959594727
567,20,100,0.2,quadratic,binary,32,random,ReLu,Sigmoid,0.4781,74.53700804710388
568,20,50,0.2,quadratic,binary,32,random,ReLu,Sigmoid,0.389,44.51983118057251
569,10,100,0.2,quadratic,binary,32,0,Sigmoid,Sigmoid,0.2405,42.01703500747681
570,10,50,0.2,quadratic,binary,32,0,Sigmoid,Sigmoid,0.2996,24.92668914794922
571,20,100,0.2,quadratic,binary,32,0,Sigmoid,Sigmoid,0.3358,74.83021593093872
572,20,50,0.2,quadratic,binary,32,0,Sigmoid,Sigmoid,0.3491,46.88639903068543
573,10,100,0.2,quadratic,binary,32,0,ReLu,Sigmoid,0.1135,29.33528304100037
574,10,50,0.2,quadratic,binary,32,0,ReLu,Sigmoid,0.1135,17.6271870136261
575,20,100,0.2,quadratic,binary,32,0,ReLu,Sigmoid,0.1135,55.98416686058045
576,20,50,0.2,quadratic,binary,32,0,ReLu,Sigmoid,0.1135,37.714945793151855
577,10,100,0.1,cross-entropy,one_hot,1,Xavier,Sigmoid,Sigmoid,0.9747,673.1903359889984
578,10,50,0.1,cross-entropy,one_hot,1,Xavier,Sigmoid,Sigmoid,0.9642,501.8962299823761
579,20,100,0.1,cross-entropy,one_hot,1,Xavier,Sigmoid,Sigmoid,0.9776,1336.3469123840332
580,20,50,0.1,cross-entropy,one_hot,1,Xavier,Sigmoid,Sigmoid,0.9697,1004.8103680610656
581,10,100,0.1,cross-entropy,one_hot,1,Xavier,ReLu,Sigmoid,0.8327,646.9530735015869
582,10,50,0.1,cross-entropy,one_hot,1,Xavier,ReLu,Sigmoid,0.6221,486.3447117805481
583,20,100,0.1,cross-entropy,one_hot,1,Xavier,ReLu,Sigmoid,0.7597,1295.874860048294
584,20,50,0.1,cross-entropy,one_hot,1,Xavier,ReLu,Sigmoid,0.5661,966.3338720798492
585,10,100,0.1,cross-entropy,one_hot,1,random,Sigmoid,Sigmoid,0.9708,663.0997869968414
586,10,50,0.1,cross-entropy,one_hot,1,random,Sigmoid,Sigmoid,0.9623,503.8455510139465
587,20,100,0.1,cross-entropy,one_hot,1,random,Sigmoid,Sigmoid,0.9697,1324.4673988819122
588,20,50,0.1,cross-entropy,one_hot,1,random,Sigmoid,Sigmoid,0.9612,1047.480755329132
589,10,100,0.1,cross-entropy,one_hot,1,random,ReLu,Sigmoid,0.578,645.007045507431
590,10,50,0.1,cross-entropy,one_hot,1,random,ReLu,Sigmoid,0.4378,483.787015914917
591,20,100,0.1,cross-entropy,one_hot,1,random,ReLu,Sigmoid,0.726,1297.2776715755465
592,20,50,0.1,cross-entropy,one_hot,1,random,ReLu,Sigmoid,0.5006,955.5586080551147
593,10,100,0.1,cross-entropy,one_hot,1,0,Sigmoid,Sigmoid,0.3015,654.7632875442505
594,10,50,0.1,cross-entropy,one_hot,1,0,Sigmoid,Sigmoid,0.4454,498.9476945400238
595,20,100,0.1,cross-entropy,one_hot,1,0,Sigmoid,Sigmoid,0.3149,1323.181226015091
596,20,50,0.1,cross-entropy,one_hot,1,0,Sigmoid,Sigmoid,0.5193,995.201607465744
597,10,100,0.1,cross-entropy,one_hot,1,0,ReLu,Sigmoid,0.101,641.4704623222351
598,10,50,0.1,cross-entropy,one_hot,1,0,ReLu,Sigmoid,0.1135,480.4583976268768
599,20,100,0.1,cross-entropy,one_hot,1,0,ReLu,Sigmoid,0.1032,1287.1023869514463
600,20,50,0.1,cross-entropy,one_hot,1,0,ReLu,Sigmoid,0.1135,959.5131442546844
601,10,100,0.1,cross-entropy,binary,1,Xavier,Sigmoid,Sigmoid,0.9761,663.1787452697754
602,10,50,0.1,cross-entropy,binary,1,Xavier,Sigmoid,Sigmoid,0.9665,490.2719929218292
603,20,100,0.1,cross-entropy,binary,1,Xavier,Sigmoid,Sigmoid,0.9775,1321.6181144714355
604,20,50,0.1,cross-entropy,binary,1,Xavier,Sigmoid,Sigmoid,0.9666,995.227977991104
605,10,100,0.1,cross-entropy,binary,1,Xavier,ReLu,Sigmoid,0.8262,643.2839632034302
606,10,50,0.1,cross-entropy,binary,1,Xavier,ReLu,Sigmoid,0.6703,484.0946204662323
607,20,100,0.1,cross-entropy,binary,1,Xavier,ReLu,Sigmoid,0.7998,1287.3279740810394
608,20,50,0.1,cross-entropy,binary,1,Xavier,ReLu,Sigmoid,0.4491,958.071566581726
609,10,100,0.1,cross-entropy,binary,1,random,Sigmoid,Sigmoid,0.9687,653.7402682304382
610,10,50,0.1,cross-entropy,binary,1,random,Sigmoid,Sigmoid,0.9554,498.39464592933655
611,20,100,0.1,cross-entropy,binary,1,random,Sigmoid,Sigmoid,0.9718,1315.8683364391327
612,20,50,0.1,cross-entropy,binary,1,random,Sigmoid,Sigmoid,0.9608,991.1151733398438
613,10,100,0.1,cross-entropy,binary,1,random,ReLu,Sigmoid,0.721,645.0027520656586
614,10,50,0.1,cross-entropy,binary,1,random,ReLu,Sigmoid,0.3575,481.9198522567749
615,20,100,0.1,cross-entropy,binary,1,random,ReLu,Sigmoid,0.5199,1282.6257259845734
616,20,50,0.1,cross-entropy,binary,1,random,ReLu,Sigmoid,0.6058,961.638516664505
617,10,100,0.1,cross-entropy,binary,1,0,Sigmoid,Sigmoid,0.3107,659.0574736595154
618,10,50,0.1,cross-entropy,binary,1,0,Sigmoid,Sigmoid,0.4646,493.3076844215393
619,20,100,0.1,cross-entropy,binary,1,0,Sigmoid,Sigmoid,0.3403,1316.7835264205933
620,20,50,0.1,cross-entropy,binary,1,0,Sigmoid,Sigmoid,0.4605,990.603653907776
621,10,100,0.1,cross-entropy,binary,1,0,ReLu,Sigmoid,0.098,641.7117159366608
622,10,50,0.1,cross-entropy,binary,1,0,ReLu,Sigmoid,0.1135,481.30289912223816
623,20,100,0.1,cross-entropy,binary,1,0,ReLu,Sigmoid,0.0958,1283.1709032058716
624,20,50,0.1,cross-entropy,binary,1,0,ReLu,Sigmoid,0.0958,960.66863155365
625,10,100,0.1,quadratic,one_hot,1,Xavier,Sigmoid,Sigmoid,0.9734,585.0995142459869
626,10,50,0.1,quadratic,one_hot,1,Xavier,Sigmoid,Sigmoid,0.9682,428.7402882575989
627,20,100,0.1,quadratic,one_hot,1,Xavier,Sigmoid,Sigmoid,0.9779,1194.354118347168
628,20,50,0.1,quadratic,one_hot,1,Xavier,Sigmoid,Sigmoid,0.9703,855.6821694374084
629,10,100,0.1,quadratic,one_hot,1,Xavier,ReLu,Sigmoid,0.9747,572.4639251232147
630,10,50,0.1,quadratic,one_hot,1,Xavier,ReLu,Sigmoid,0.9672,413.31019735336304
631,20,100,0.1,quadratic,one_hot,1,Xavier,ReLu,Sigmoid,0.9785,1144.368453025818
632,20,50,0.1,quadratic,one_hot,1,Xavier,ReLu,Sigmoid,0.9665,825.2738780975342
633,10,100,0.1,quadratic,one_hot,1,random,Sigmoid,Sigmoid,0.9514,589.691826581955
634,10,50,0.1,quadratic,one_hot,1,random,Sigmoid,Sigmoid,0.9458,428.18891167640686
635,20,100,0.1,quadratic,one_hot,1,random,Sigmoid,Sigmoid,0.8691,1173.6433684825895
